baidu,百度
肇事,生事
遮蔽,掩蔽
遮蔽,遮盖
遮道挽留,攀辕卧辙
遮盖,粉饰
遮盖,隐瞒
遮天蔽日,铺天盖地
遮掩,讳饰
遮掩,遮蔽
遮掩,遮盖
折扣,扣头
折磨,熬煎
折辱,摧辱
折辱,挫辱
折中,折衷
折衷,调和
折衷,折中
哲人,愚人
哲人其萎,兰摧玉折
蛰伏,冬眠
这次,此次
这人,此人
这时,这时候
这天,此日
这天,是日
这样,如许
这种,这类
着花,开花
着急,焦急
着力,出力
着落,下落
着迷,沉迷
着迷,入神
着名,驰名
着名,出名
着名,知名
着末,末了
着实,实在
着手成春,手到回春
着着失败,节节失利
着重,侧重
贞洁,纯洁
针砭,规戒
针砭箴规,忠告
针砭之语,药石之言
针言,成语
侦查,侦察
侦察,窥伺
侦察,伺探
侦察,侦查
侦缉队,刑警队
侦骑,逻骑
侦探,侦察
珍爱,珍重
珍宝,瑰宝
珍宝,至宝
珍藏,收藏
珍贵,名贵
珍奇,珍异
珍视,器重
珍视,珍爱
珍惜,爱护保重
珍惜,顾惜
珍惜,珍爱
珍羞,珍馐
珍馐,珍羞
珍异,珍奇
珍重,保重
珍重,珍爱
真才实学,不学无术
真诚,朴拙
真诚,真挚
真谛,真理
真个,端的
真话,实话
真理,真谛
真切,逼真
真相,本相
真相,究竟
真相,实情
真相大白,水落石出
真象,真相
真心实意,推心置腹
真正的,真实的
真知灼见,一孔之见
真挚,竭诚
真挚,真诚
斟酌,考虑
斟酌,推敲
甄别,鉴别
箴规,针砭
箴言,规语
枕戈待旦,常备不懈
枕席,床笫
轸慕,痛念
畛域,领域
缜密,周密
阵容,声势
阵容,声威
阵势,步地
阵势,地势
阵线,战线
鸩酒,毒酒
鸩杀,毒杀
振臂一呼,登高一呼
振弱除暴,锄强扶弱
振兴,复兴
振振有词,理直气壮
振作,抖擞
赈济,施助
震怖,慑伏
震荡,震动
震动,震撼
震撼,震动
震惊,震动
震怒,大怒
震怒,盛怒
震天动地,惊天动地
镇定,镇静
镇定自若,不慌不忙
镇静,沉着
镇静,平静
镇日,竟日
镇痛剂,麻醉剂
镇压,弹压
镇压,反抗
争辩,辩论
争吵,争持
争夺,抢夺
争夺,争取
争分夺秒,分秒必争
争光,抹黑
争脸,丢脸
争论,争辩
争取,争夺
争先,抢先
争先恐后,力争上游
争艳,斗丽
争执,争论
征采,搜寻
征伐,挞伐
征服,降服
征服,驯服
征聘,征请
征请,征聘
征求,收罗
征税,纳税
征象,现象
征询,咨询
征引,援引
征战,交战
征兆,征象
睁开,展开
拯救,解救
拯民水火,解民倒悬
整顿,整理
整个,全部
整机,零件
整理,清算
整理,收拾整顿
整理,整顿
整年,全年
整齐,划一
整齐,整洁
整日,全日
整体,全体
整天,成天
整装,束装
正本,副本
正本清源,根本治理
正比,反比
正册,另册
正大光明,光明磊落
正当,合法
正当,合理
正道,邪道
正点,误点
正法,处死
正犯,首犯
正犯,主犯
正告,警告
正规,正轨
正襟危坐,态度严肃
正经,正派
正经八百,正经八摆
正经八摆,正经八百
正路,邪路
正路,正途
正派,正直
正派人物,正人君子
正气,邪气
正气凛然,大义凛然
正确,准确
正人,君子
正人君子,正派人物
正色,杂色
正史,野史
正事,闲事
正事主,本家儿
正事主,本事儿
正视,重视
正是,恰是
正手,副手
正数,负数
正途,正路
正文,注释
正义,公理
正直,耿直
正直,朴重
正直,正大
正直,正派
正中下怀,恰如私愿
证明,证实
证实,证明
郑重,慎重
政府,当局
政界,官场
挣脱,摆脱
症结,关键
之处,的地方
之后,以后
之内,以内
之外,以外
之中,当中
支撑,支持
支持,撑持
支持,支撑
支出,收入
支付,付出
支付,领取
支解,分割
支离破碎,四分五裂
支流,主流
支路,歧路
支配,安排
支使,指使
支属,亲属
支吾,枝梧
支线,干线
支援,援助
支援,增援
只管,尽管
只管即便,尽量
只身,单身
只要,只需
只有,只要
只知其一;不知其二,一知半解
枝节横生,添枝加叶
枝梧,支吾
知道,晓得
知法犯法,明知故犯
知己,良知
知己,亲信
知交,厚交
知名,着名
知名,著名
知难而退,功成身退
知难而退,知难而进
知趣,识相
知人善任,任人唯贤
知识,常识
知无不言,各抒己见
知心,贴心
知足,满足
肢解,支解
脂粉气,女儿态
执法,法律
执法如山,言出法随
执绋,送丧
执绋,送葬
执行,履行
执迷不悟,死心塌地
执拗,固执
执政,在朝
执著,固执
直达,中转
直捣黄龙,犁庭扫穴
直肚直肠,心直口快
直谏,切谏
直接了当,直截了当
直截了当,直接了当
直立,竖立
直率,坦直
直率,直爽
直爽,直率
直通,纵贯
直言,婉言
直言不讳,直抒己见
职能,本能机能
职权,权柄
职位地方,地位
职业女性,职场女性
职员,人员
止境,尽头
纸墨笔砚,文房四宝
纸上谈兵,空言无补
纸醉金迷,灯红酒绿
指标,目标
指导,指点
指点,指导
指挥,批示
指挥若定,运筹帷幄
指鸡骂犬,指桑骂槐
指模,手印
指示,唆使
指示,指导
指手划脚,指手画脚
指手画脚,比手划脚
指望,期望
指责,诘问诘责
指责,求全谴责
指责,责备
指摘,指责
指正,斧正
咫尺,天涯
趾高气扬,得意忘形
至宝,珍宝
至多,至少
至多,最多
至高无上,登峰造极
至公,大公
至关,相当
至好,兰交
至好,至交
至少,至多
至少,最少
至死不悟,顽固不化
至死不渝,执迷不悟
至心,诚意
至心,赤心
至心,真心
志薄云霄,凌云壮志
志得意满,沾沾自喜
志同道合,情投意合
志愿,意愿
志愿,自愿
制订,制定
制定,拟定
制定,制订
制度,轨制
制服,礼服
制品,成品
制造,制作
制止,避免
制止,禁止
制止,停止
制止,阻止
制作,建造
制作,制造
质变,量变
质料,材料
质料,原料
质朴,朴素
治本,治标
治标,治本
治理,管理
治疗,医治
治罪,定罪
栉风沐雨,风尘仆仆
栉风沐雨,披星戴月
挚友,好友
桎梏,枷锁
桎梏,枷锁束缚
桎梏,镣铐
致力,努力
致歉,道歉
致使,导致
致谢,称谢
致谢,道谢
致谢,申谢
致意,请安
秩序,次序
秩序序,次序
掷中,命中
窒息,梗塞
智慧,聪明
智囊,军师
智勇双全,大智大勇
滞销,畅销
置若罔闻,漠然置之
置若罔闻,视若无睹
置若罔闻,熟视无睹
置若罔闻,听而不闻
置信,相信
置之不理,充耳不闻
置之不理,束之高阁
置之不理,置之度外
稚子,冲弱
稚子,幼稚
中靶,脱靶
中餐,西餐
中断,间断
中断,中止
中断,中缀
中分,平分
中怀怨恨,仇隙在心
中计,入彀
中计,入网
中计,上钩
中间,两头
中间,中心
中间,中央
中举,及第
中流砥柱,国家栋梁
中听,入耳
中途,半途
中午,半夜
中午,午时
中午,正午
中心,中间
中心人物,核心分子
中兴,复兴
中选,当选
中央,地方
中央,中心
中医,西医
中庸之道,不偏不倚
中用,顶用
中原,华夏
中止,中断
中转,直达
忠臣,奸臣
忠诚,虔诚
忠诚,忠实
忠肝义胆,赤血丹心
忠告,忠言
忠厚,奸诈
忠厚,忠诚
忠实,忠诚
忠实,忠厚
忠心耿耿,赤胆忠心
忠言逆耳,良药苦口
忠于职守,毋忝厥职
忠直,奸佞
终点,起点
终极,最终
终究,毕竟
终局,结局
终年,长年
终日,整天
终身,毕生
终生,毕生
终生一生没世,毕生
终于,终究
钟爱,宠爱
钟灵毓秀,人杰地灵
种别,类别
种瓜得瓜;种豆得豆,因果报应
种花,莳花
种类,品种
种田,耕田
种植,莳植
种植,栽培
种植,栽种
种种,各种
仲春,二月
仲父,季父
众多,浩繁
众多,浩瀚
众寡不敌,寡不敌众
众寡不敌,众寡悬殊
众寡悬殊,寡不敌众
众口称善,口碑载道
众口纷纭,众说纷纭
众口一词,如出一口
众口一词,异口同声
众怒,公愤
众叛亲离,孤家寡人
众擎易举,众志成城
众人,世人
众说纷纭,众口纷纭
众所周知,尽人皆知
众志成城,万众一心
众志成城,众擎易举
重版,再版
重办,严惩
重病,沉痾
重病,宿疾
重酬,厚酬
重大,严重
重担,重任
重叠,堆叠
重复,反复
重利,厚利
重量,分量
重任,重担
重色轻友,见色忘友
重伤,轻伤
重生,更生
重视,看重
重视,正视
重视,注重
重新,从头
重新,从新
重新努力别辟门户,另起炉灶
重修,重建
重要,主要
重义轻财,疏财仗义
重整旗鼓,另起炉灶
重作冯妇,前度刘郎
舟中敌国,亲信背叛
舟子,船夫
州官放火,明知故犯
州里,乡镇
周朝,周代
周代,周朝
周到,殷勤
周到,周密
周而复始,循环往复
周密,严密
周密,缜密
周密,周到
周围,四周
周游,漫游
周遭,方圆
肘腋之患,心腹之患
咒骂,诅咒
昼寝,午睡
昼夜,日夜
皱缩,舒展
骤然,突然
籀文,大篆
朱唇皓齿,唇红齿白
朱文,白文
朱颜,红颜
朱紫,贵人
诛求无厌,苟求不已
诛讨,讨伐
珠光宝气,翠绕珠围
珠圆玉润,肌理丰盈
株连,连累
株连,牵连
株式会社,股份有限公司
诸多忌惮,缩手缩脚
猪狗不如,狗彘不若
猪朋狗友,酒肉朋友
竹苞松茂,美轮美奂
竹篱,篱笆
逐步,慢慢
逐步,逐渐
逐个,逐一
逐渐,逐步
逐日,每日
逐一,一一
烛炬,蜡烛
主笔,编缉
主持,掌管
主动,自动
主队,客队
主妇,妇女
主干,骨干
主顾,顾客
主顾,顾主
主观,客观
主见,主意
主角,配角
主理,主办
主谋,胁从
主要,次要
主要,首要
主要,重要
主意,主见
主意,主张
主张,主意
主旨,大旨
主旨,宗旨
主子,奴才
主座,长官
煮荳燃萁,同室操戈
煮饭,烧饭
嘱咐,叮嘱
嘱咐,吩咐
瞩目,注目
瞩目,注视
伫候,鹄候
伫立,鹄立
助桀为虐,助纣为虐
助人为乐,助桀为虐
助势,助威
助长,滋长
住持,方丈
住持僧人,方丈和尚
住民,居民
住手,停止
住所,居处
住宅,室第
住宅,室庐
贮备,储备
贮藏,储藏
贮存,储存
注目,瞩目
注目,注视
注射,打针
注视,谛视
注视,凝视
注视,注目
注释,正文
注水,灌水
注销,登记
注销,刊出
注意,留意
注意,注重
注意灌输,灌入
注重,重视
驻足,立足
祝福,祝愿
祝贺,恭喜
祝贺,庆祝
祝贺,祝愿
祝融,回禄
祝愿,祝福
祝愿,祝贺
著名,闻名
著名,有名
著述,著作
蛀牙,龋齿
铸造,锻造
抓住,捉住
专程,特地
专断,独断
专横,跋扈
专横跋扈,飞扬跋扈
专权,擅权
专任,兼任
专心致志,收视反听
专一,专注
专用,公用
专长,特长
专制,独裁
专制,民主
转败为功,化险为夷
转班,调班
转悲为喜,破涕为笑
转变,改变
转达,传达
转达,通报
转动,动弹
转动,滚动
转动,迁移转变
转机,起色
转蓬,秋蓬
转晴,放晴
转让,让渡
转身,回身
转瞬,转眼
转瞬之间,弹指之间
转头,回头
转弯抹角,迂回曲折
转危为安,化险为夷
转业,改行
转义,本义
转意,回心
转悠,转游
转游,转悠
转折,转机
妆奁,嫁妆
妆束,装束
庄家,农户
庄严,肃静
庄严,庄重
庄重,持重
庄重,肃肃
庄重,稳重
庄重,严肃
装扮,打扮
装备,配备
装备,设备
装车,卸车
装点,点缀
装疯卖傻,装聋作哑
装潢,装璜
装潢,装饰
装璜,装潢
装璜,装饰
装甲车,坦克车
装聋作哑,装疯卖傻
装模作样,装腔作势
装配,拆卸
装腔作势,矫揉造作
装腔作势,装模作样
装饰,装潢
装束,打扮服装
装置,安装
装置,装配
装作,假装
壮大,强大
壮举,豪举
壮丽,绚丽
壮年,丁壮
壮盛,鼎盛
壮实,结实
壮士,勇士
壮志凌云,雄心万丈
状况,情况
状况,状态
状貌,模样形状
状师,律师
状态,形态
状态,状况
追本溯源,追根究底
追查,清查
追悼,悲悼
追风逐电,风驰电掣
追赶,追逐
追悔不及,后悔无及
追究,究查
追究,穷究
追究,追查
追念,回想
追求,寻求
追随,跟随
追随骥尾,步人后尘
追讨,催讨
追问,诘问
追寻,追随
追忆,追思
追忆,追想
坠欢重拾,破镜重圆
赘瘤,肉瘤
谆谆告诫,循循善诱
谆谆教导,循循善诱
谆谆教诲,耳提面命
准备,筹办
准备,预备
准假,给假
准期,如期
准确,精确
准确,正确
准绳,绳尺
准许,准予
准则,原则
拙笔,秃笔
拙见,鄙见
拙荆,山荆
拙荆,山妻
拙劣,低劣
捉襟见肘,左支右绌
捉拿,缉捕
捉弄,玩弄
捉住,抓住
灼热,炽热
灼烁,光明
卓见,卓识
卓荦不群,超凡入圣
卓荦不群,超绝群伦
卓识,高见
卓识,卓见
卓有成效,行之有效
卓越,出色
卓越,杰出
卓越,卓着
卓越,卓著
卓着,卓越
卓著,卓越
浊流,污流
浊世,乱世
浊音,清音
酌定,裁夺
琢磨,揣摩
斲丧,消耗
孜孜,孳孳
咨询,征询
姿式,姿势
姿势,姿式
姿势,姿态
姿态,姿势
资本,本钱
资格,资历
资历,资格
资料,材料
资源,资本
资质,天资
资助,帮助
资助,赞助
孳生,繁殖
孳孳,孜孜
孳孳不息,勤学不辍
滋扰,干扰
滋润,津润
滋润,润泽
滋润,润泽津润
滋润,滋养
滋生,繁殖
滋生,滋长
滋味,味道
滋长,滋生
子弹,枪弹
子弟,后辈
子粒,籽粒
子棉,籽棉
子女,后代
子实,籽实
子息,后世昆裔
子细,仔细
子虚乌有,化为乌有
子夜,半夜
子音,辅音
籽粒,子粒
籽棉,子棉
籽实,子实
自傲,自负
自暴自弃,安于现状
自暴自弃,自强不息
自卑,自大
自卑感,优越感
自卑过甚,自暴自弃
自察,内省
自成一家,独树一帜
自持,矜持
自出机杼,别出心裁
自吹自擂,大吹大擂
自大,自卑
自大,自豪
自大,自信
自动,主动
自发,自觉
自费,公费
自负,自傲
自负,自大
自负,自信
自负,自尊
自甘堕落,苟且偷安
自感汗颜,自惭形秽
自感汗颜,自愧弗如
自高自大,自命不凡
自告奋勇,毛遂自荐
自告奋勇,挺身而出
自个儿,自各儿
自各儿,自个儿
自豪,高傲
自豪,骄傲
自己,本人
自己,本身
自觉,盲目
自觉,自发
自尽,自杀
自掘坟墓,自投罗网
自夸,自诩
自愧不如,自惭形秽
自力更生,自给自足
自力更生,自食其力
自满,骄傲
自鸣得意,趾高气扬
自命不凡,孤芳自赏
自欺欺人,掩耳盗铃
自强不息,发奋图强
自取灭亡,自掘坟墓
自然,天然
自如,自若
自若,自如
自杀,他杀
自身,本身
自身难保,自顾不暇
自食其果,自作自受
自食其力,白手起家
自私,无私
自私自利,利欲熏心
自我介绍,毛遂自荐
自相残杀,同室操戈
自相鱼肉,同室操戈
自新,改过
自信,自傲
自信,自负
自诩,自夸
自言自语,喃喃自语
自由,自在
自由式泳法,爬泳
自由自在,无拘无束
自圆其说,自相矛盾
自怨自艾,怨天尤人
自在,安闲
自在,自由
自制,便宜
自制,克己
自主,自立
自主国,独立国
自坠陷阱,自投罗网
自尊,自负
自作打算,善自为谋
自作掩饰,无懈可击
自作掩饰,自圆其说
自作自受,自食其果
自作自受,作法自毙
字画,书画
字迹,笔迹
字谜,灯谜
字斟句酌,精益求精
恣意,尽情
恣意,任意
宗旨,主旨
宗子,长子
踪迹,踪影
踪影,踪迹
总论,泛论
总是,老是
总体,整体
纵贯,直通
纵横交错,犬牙交错
纵火,放火
纵目,极目
纵情,尽情
纵情,尽兴
纵然,即使
纵脱,放荡
走访,访问
走狗,喽啰
走狗,走卒
走漏,透露
走漏,泄漏
走露,走漏
走马观花,蜻蜓点水
走马看花,浮光掠影
走南闯北,深居简出
走兽,飞禽
走私,私运
走投无路,穷途末路
走走,逛逛
走卒,走狗
奏乐,吹打
奏琴,弹琴
奏效,见效
租金,房钱
足迹,脚印
足迹,萍踪
足量,充足
足数,够数
足智多谋,神机妙算
诅咒,谩骂
诅咒,咒骂
阻碍,障碍
阻当,阻梗
阻挡,反对
阻挡,阻拦
阻挡,阻挠
阻遏,隔绝
阻梗,阻当
阻拦,阻挡
阻拦,阻止
阻挠,阻遏
阻挠,阻拦
阻挠,阻止
阻塞,梗阻
阻塞,壅塞
阻止,禁止
阻止,阻拦
阻止,阻挠
组成,构成
俎上肉,釜中鱼
祖传,家传
祖国,故国
祖籍,本籍
